url,favs_lognorm
https://habrahabr.ru/post/314080/,0.4252395650210503
https://habrahabr.ru/company/plesk/blog/313732/,-1.0765453431110021
https://habrahabr.ru/company/etagi/blog/314000/,0.6610325165430654
https://habrahabr.ru/company/knopka/blog/314030/,0.5174850676642077
https://geektimes.ru/company/audiomania/blog/282058/,1.1466712829221597
https://habrahabr.ru/company/pechkin/blog/314066/,0.2673560921365742
https://habrahabr.ru/company/first/blog/314106/,0.5391024109276255
https://habrahabr.ru/company/vasexperts/blog/313558/,0.2409689501640076
https://habrahabr.ru/post/314108/,1.6597009979477755
https://habrahabr.ru/company/cbs/blog/313830/,0.24465753579532035
https://habrahabr.ru/company/jugru/blog/313908/,0.22444975996576805
https://habrahabr.ru/post/314110/,0.3611970236005885
https://habrahabr.ru/company/pt/blog/314112/,0.016313226823794102
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07249151928033537
https://habrahabr.ru/post/314114/,0.7968088579034782
https://habrahabr.ru/post/314118/,1.318734137644408
https://habrahabr.ru/post/314122/,0.5182659845819579
https://geektimes.ru/company/dadget/blog/281786/,0.13043528156633247
https://habrahabr.ru/company/kickidler/blog/314042/,-0.4445127691586259
https://habrahabr.ru/company/it-grad/blog/312042/,-0.10934330177090246
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24711383765855055
https://habrahabr.ru/post/314126/,-0.6550011813525284
https://habrahabr.ru/post/313966/,0.4452966686439673
https://habrahabr.ru/company/piter/blog/314120/,0.46057820043128594
https://geektimes.ru/post/282094/,0.1461127325821632
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3392256003352858
https://habrahabr.ru/company/ru_mts/blog/314134/,0.3685688524949368
https://habrahabr.ru/post/314028/,0.6545562804734646
https://habrahabr.ru/post/314136/,-0.1502979938612765
https://habrahabr.ru/post/313904/,0.2944174236720457
https://habrahabr.ru/post/314140/,0.5861049243251496
https://habrahabr.ru/company/acronis/blog/309688/,-0.0006875595568175408
https://geektimes.ru/post/282096/,-0.4088021120337323
https://habrahabr.ru/post/314142/,0.05992218057687737
https://habrahabr.ru/company/ivideon/blog/314138/,0.1928204025323259
https://geektimes.ru/post/282104/,0.333940248187042
https://geektimes.ru/post/282102/,-0.2958478187357284
https://geektimes.ru/post/282016/,-0.06623603426347124
https://geektimes.ru/company/piter/blog/282106/,0.3265901637025299
https://habrahabr.ru/post/314150/,0.28056116910200024
https://habrahabr.ru/company/mailru/blog/313880/,1.2685050842575456
https://geektimes.ru/company/comfortway/blog/282108/,-0.0953571653859222
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.18239742529337893
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3031788207805808
https://habrahabr.ru/company/npl/blog/314160/,0.08406945801817303
https://habrahabr.ru/company/edison/blog/314094/,-0.22365765002027327
https://geektimes.ru/post/282112/,-0.5160999190415464
https://habrahabr.ru/company/ruvds/blog/314166/,0.43273194767137046
https://geektimes.ru/company/gearbest/blog/282114/,0.05819720929038408
https://habrahabr.ru/post/314172/,0.8725973549093266
https://geektimes.ru/post/282116/,0.4730776893991583
https://geektimes.ru/company/intel/blog/282026/,0.19395915242803835
https://habrahabr.ru/post/313776/,1.7741565945681042
https://habrahabr.ru/post/314174/,0.23973733103345266
https://geektimes.ru/post/282118/,1.1075005396490836
https://geektimes.ru/post/282122/,0.5811586778572669
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.47835811719378984
https://habrahabr.ru/post/314180/,0.5586314903981264
https://geektimes.ru/post/282446/,0.43401420842794824
https://habrahabr.ru/post/314184/,1.0126136370405578
https://habrahabr.ru/post/313954/,-0.6469947645107199
https://habrahabr.ru/post/314186/,0.7900341696335274
https://geektimes.ru/post/282124/,-0.4298539754534779
https://habrahabr.ru/post/314190/,-1.1566764378412397
https://geektimes.ru/company/madrobots/blog/282126/,0.58256460967789
https://habrahabr.ru/post/314188/,-0.03705194478828355
https://geektimes.ru/post/282128/,0.522266575024035
https://habrahabr.ru/post/314194/,0.47431707275868296
https://geektimes.ru/post/282132/,-1.0030502057713289
https://habrahabr.ru/post/314208/,0.3134791015705235
https://habrahabr.ru/post/312352/,0.01577695225925324
https://habrahabr.ru/post/314202/,0.12609385802803688
https://habrahabr.ru/post/314210/,1.1700918787258114
https://geektimes.ru/post/282130/,0.5235667000616941
https://habrahabr.ru/company/centosadmin/blog/314212/,0.03200027349773521
https://habrahabr.ru/post/314116/,0.13185270299535878
https://geektimes.ru/post/282120/,0.39678614700174475
https://habrahabr.ru/post/313392/,0.9540493785267508
https://habrahabr.ru/company/pt/blog/314216/,-0.11162185457760326
https://habrahabr.ru/company/skbkontur/blog/314144/,0.5114544332173587
https://habrahabr.ru/company/nixsolutions/blog/314196/,-0.33959858875870796
https://geektimes.ru/post/282056/,-0.25619596567805725
https://habrahabr.ru/company/yandex/blog/314222/,0.6867464949467873
https://habrahabr.ru/company/pvs-studio/blog/314226/,0.04567379603212801
https://habrahabr.ru/post/314232/,0.7710809893573305
https://habrahabr.ru/company/e-Legion/blog/314170/,0.40245639648666176
https://habrahabr.ru/company/testutor/blog/314234/,0.4233045280655538
https://habrahabr.ru/post/314236/,0.849834431671367
https://habrahabr.ru/company/regberry/blog/314128/,-0.23057020337135337
https://habrahabr.ru/company/polyglot/blog/314248/,-1.2227243200077806
https://geektimes.ru/post/282136/,0.04723713729445883
https://habrahabr.ru/company/eset/blog/314058/,-0.3956813555644929
https://habrahabr.ru/post/314254/,0.16331287125040614
https://geektimes.ru/post/282140/,0.0005985580480692421
https://geektimes.ru/post/282142/,0.33796278933332585
https://geektimes.ru/post/282138/,-0.6257677581662803
https://habrahabr.ru/company/redmadrobot/blog/314156/,0.21889613367081545
https://habrahabr.ru/company/edison/blog/314206/,-0.855663529605493
https://habrahabr.ru/company/pentestit/blog/314230/,-0.37816531237942697
https://habrahabr.ru/post/314258/,0.8018260829512653
https://habrahabr.ru/post/314260/,0.06305479653662294
https://geektimes.ru/post/282148/,-1.4916666104117575
https://habrahabr.ru/company/smartprogress/blog/313894/,0.16672325488886977
https://habrahabr.ru/company/aacidov/blog/314262/,-0.20474074378274942
https://geektimes.ru/company/banderolka/blog/282144/,0.4579052202082581
https://habrahabr.ru/company/eset/blog/314266/,-0.4948895013643042
https://habrahabr.ru/post/314268/,0.42195825827564387
https://geektimes.ru/post/282152/,0.705815216883132
https://geektimes.ru/post/282146/,-0.17878192269158544
https://habrahabr.ru/company/hh/blog/313970/,0.6365380811247359
https://habrahabr.ru/company/google/blog/310514/,0.3198796951973895
https://habrahabr.ru/post/314274/,1.0970124158078594
https://geektimes.ru/post/282160/,0.5612885469224171
https://geektimes.ru/post/282162/,0.7110259120808515
https://habrahabr.ru/company/plarium/blog/314250/,0.5681173051957582
https://geektimes.ru/post/282164/,0.4523686053029664
https://habrahabr.ru/post/313710/,-0.2221225965445225
https://geektimes.ru/post/281962/,0.15231094258579875
https://habrahabr.ru/post/314228/,-0.03386588857998113
https://geektimes.ru/company/makeitlab/blog/281970/,0.0030331166413255506
https://habrahabr.ru/company/gvalg/blog/314286/,0.6782216613087361
